date,page,title,tenure,location,salary,industry,education,prior_experience,signing_bonus,stock_or_bonus,total_comp,extra_col
2021,2,Title: undergrad researcher,Pay: $8.50/hr,Company: university,Prior experience: sklearn.fit on kaggle titanic dataset to predict survivors,Education: almost BS,,,,,,
2021,2,"Title: Data Scientist, soon to be ML Engineer",Tenure length: 1 year,Location:,"Salary: $80,000 -> TBD",Company/Industry: Health Tech startup,"Education: BS Computational Data Science, Minor in Statistics",Prior Experience: 2.5 YoE,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: < 0.4% amounting to $7000,,
2021,2,Title: Sr Product Analyst,Tenure length: 3.5 years,"Location: Bay Area, CA",Salary: $180K,Company/Industry: YouTube,Level: L5,Education: PhD (Pure Math),Prior Experience: at a FAANG for 4.5 years,Stock: $160K granted/$300K vested,Annual Bonus: $30K,Total comp: $370K (granted stock)/$510K (vested stock)
2021,2,Title: Data Science Manager,Tenure length: > 5 years,Location: HCOL (one of CA/NYC/WA),Salary: ~250k,Company/Industry: large public tech company,"Education: PhD, math",Prior Experience: minimal,"Total comp: $1.05MM (~400k base+bonus, ~650k vested stock)",,,
2021,2,Title: Sr Data Analyst,Tenure length: 5 mo. 4.5 yrs total,Location: Company: PNW. Me: Ohio,Salary: 110k,Company/Industry: SAS SaaS Startup,Education: Bachelors in Mathematics,Prior Experience: DA/BI/DS Entry to Managerial,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: Stock. Begins vesting after 1 year,Total comp: 110k,
2021,2,Title: Senior Data Scientist,Tenure: 3 Years,"Location: London, UK but Fully remote","Salary: $92,000 approximately",Industry: Logistics,Education: BSc Mathematics,Prior Experience: 6 Years as a data analyst,Bonus: Upto 18% depending on company performance,,,
2021,2,Title: Incoming Data Analyst Developer,"Tenure Length: 4 month internship / training, then NA",Location: Fully Remote (Multiple Office locations ),Salary: $75K,Company/Industry: Accounting / Tax Consulting,Education: Finishing MSc (BS in unrelated field),Prior Experience: NA,Relocation / Signing Bonus: None,"Stock and/or recurring bonuses: Bonuses depending on client…not sure, haven’t started yet",Total comp: at least $75K,
2021,2,Title: Director of Data Science,Tenure length: 1 year,Location: Minnesota (Hybrid/As Wanted),"Salary: $185,000",Company/Industry: Health/Wellness,Education: PhD,"Prior Experience: 2 years DS manager (150k-165k + equity), 2 years Principle DS (120k-135k), 3 years Data Science/Software Engineer hybrid (85k-105k)",Stock and/or recurring bonuses:,"Total comp: ~$200,000.",,
2021,2,Title: Data Analyst,Tenure: Starting shortly,"Location: Florida, USA","Salary: $125,000",Industry: Finance/Investment,Education: BS/MS in Industrial Engineering,Prior Experience: 8 month internship as industrial engineer,"Signing bonus: $10,000","Stock/Bonus: $10,000 in equity, eligible for annual bonus (~$10,000)","Total Comp: $135,000 - $145,000",
2021,2,Title: Data Scientist,Tenure: ~2y,Location: Bay Area,Salary: $160k,Company/Industry: FAANG,Education: BS+MS,Prior Experience:,Relocation/Signing Bonus: $25k,"Stock and/or recurring bonuses:  ~$190k/yr stock after appreciation, ~20% annual bonus",Total comp: ~$390k,
2021,2,Title: Data Scientist,Tenure length: < 1 year,Location: LCOL,Salary: $120k,Company/Industry: Big N,"Education: STEM undergrad, analytics masters","Prior Experience: 1 year DS, 3 years DA",$Coop: None,Relocation/Signing Bonus: $5k,,
2021,2,• Title: quantitative modeling / data science,• Tenure length: 4ish years,• Location: Pittsburgh PA,• Salary: $115k,• Company/Industry: Finance / Banking,• Education: MS Applied Math,• Prior Experience: Engineering in Steel and DS in Healthcare,• Relocation/Signing Bonus: N/A,• Stock and/or recurring bonuses: Yes,,
2021,2,Title: Senior MLE,Tenure: 1 year,"Location: office in SF, I work remote",Salary: 200k,"Company: Publicly traded tech, probably a tier below FAANG",Education: MS Statistics,Prior Experience: 7 years exp in various DS and DA roles,"Stock: 10% yearly bonus, 100k equity per year, although stock performance isn't great these days",TC: 320k,,
2021,2,Title: Senior Data Scientist,Tenure length: < 1 year at this position. Held 3 DS positions at 3 companies in 2 years.,Location: NYC / remote,Salary: 205k,Industry: Tech (FAANG-adjacent),Education: BA Poli Sci,"Prior Experience: 4 years Data Analyst, 2 years DS",Stock and/or recurring bonuses: $297k RSUs (publicly traded company) yearly,Total comp: $502k,,
2021,2,Yeah sure.,"I had been promoted from Data Analyst to entry-level (L3) DS, then again from L3 to L4,  at company 1. That took place over a period of just over 2 years. I then went to company 2 (FAANG), which involved a promo to L5. I did not like this FAANG company, so I jumped to company 3, also at L5, but with significantly higher comp.","Company 1 to company 2 wasn't a super fast jump - 2 years - and it involved a level change and a jump in prestige, so that one didn't raise any eyebrows.","You will probably be able to guess what company 2 is from this, but let's just say it was a company with some prominent ethical issues playing out very, very publicly. Jumping from this company was an easy narrative to sell, as I was jumping because of those issues specifically.",I think the best way to summarize this history is in two points:,,,,,,
2021,2,"Title: Data Scientist, Analytics Intern",Location: New York City,Salary: $7700 per month,Company/Industry: FAANG,Education: Senior year in undergrad,"Relocation/Signing Bonus: Free relocation, $300 to ship personal items, reimbursement for transportation and mental/physical health needs, health insurance,  choice between corporate housing or stipend.",,,,,
2021,2,Title: Lead Data Scientist,Tenure length: 1.5 years,"Location: São Paulo, Brazil",Salary: $55k USD (310k BRL),"Company/Industry: Tech/O&G/Mining/IoT/Other pre-IPO spinoff (we are an AI/MLE consultancy, most clients are in O&G or Mining).","Education: BS Geological Engineering, MS Mechanical Engineering",Prior Experience: 2.5 years as a DS in oil exploration between startups and a F500 O&G company.,"Stock and/or recurring bonuses: No idea, I have equity but the company is less than a year old*.",,,
2021,2,Title: Analytics Engineering Manager,"Tenure length: 1 year current role; 6 prior years along data analyst track, ending at Sr Data Analyst","Location: Pacific Northwest, USA (hybrid remote)",Salary: $150k,Company/Industry: SaaS,Education: BS Economics; BA Int’l Studies,Prior Experience: 4 years customer success,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: 15% bonus; ~$70k annual RSUs.,Total comp: ~$240k,
2021,2,Title: Data Scientist,Tenure length: 4 years at company (1 has DS),Location: Montreal,Salary: 95k$ (CAD),Company/Industry: Oil and Gas,Education: Bachelor in mechanical engineering (almost done Msc in software),Prior Experience: None,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: 10%,,
2021,2,Title: Data Scientist,Tenure length: 2 years,Location: SF/Bay Area,Salary: $187k + bonus,"Company/Industry: Startup, tech. (I figure out and invent paths forward for new potentially impossible tech, so it's a bit different than standard business DS/DA type work.)",Education: None.  I got in before the DS title was used in silicon valley.,Prior Experience: 11 years,$Coop:  No.,"Relocation/Signing Bonus:  No, but they tend to do that here.",,
2021,2,Title: Senior Data Scientist/Applied Scientist,Tenure length: Offer,Location: NYC,Salary: 175k,Company/Industry: E-commerce,"Education: BS, MS in Math/Stats",Prior Experience: 3 YOE,"Stock and/or recurring bonuses: 10% target bonus, 400k/4 years",Total comp: 292k,,
2021,2,Title: VP of Data Science,"Tenure length: 6 years: 1 @ VP, 2 @ director, 2 @ manager, 1 @ data scientist",Location: Boston Area. WFH optional. I go in 1-2 days/week.,"Salary: $200k base, $40k bonus target","Company/Industry: Marketing agency, ~500 people",Education: PhD in STEM field. BA in Physics.,"Prior Experience: Postdoc related to PhD, then Insight Data Science",Relocation/Signing Bonus: None,Stock: Equity bonus equivalent to about 10% of salary yearly,Total comp: ~$260k,
2021,2,Title: Data Analyst,Tenure length: Accepting in a couple of days,"Location: London, UK",Salary: 50k GBP,Company/Industry: FinTech,Education: BSc Maths with Stats,Prior Experience: 2 years Data Analyst,"Bonus:  Up to 15%, typically 10% apparently",,,
2021,2,Title: Data Scientist,Tenure Length: 3 years,Location: Midwest but I WFH,Salary: $88.5k,Industry: Healthcare,"Education: B.S. Physics, working on M.S. Computer Science",Prior Experience: Academic researcher,Relocation/Signing Bonus: -,"Stock and/or recurring bonuses: Private company, no bonuses",Total comp: $88.5k + full tuition assistance,
2021,2,Title: Solutions Architect,Tenure length: 6 months,Location: WFH,"Salary: $160,000",Company/Industry: Consulting,"Education: Masters in Business Intelligence, Undergrad in Economics with a concentration in Computer Science",Prior Experience: 3 years with telecommunications company,Relocation/Signing Bonus: $5k,Stock and/or recurring bonuses: Qtrly Bonus- 20% of my salary during that period ~$8k Qterly = $32k Annual,Total comp: $192k,
2021,2,Title: DS Quant,Tenure length: 1.5 years,Location: Washington DC,Salary: $150k,Company/Industry: Finance,Education: MS DS,Prior Experience: No industry experience.,Stock and/or recurring bonuses:,Total comp: $190k,,
2021,2,"Title: Staff SWE, ML",Tenure length: 6 months,Location: SF Bay Area,Salary: $300k,Company/Industry: Tech,Education: PhD,"Prior Experience: 5yrs PostDoc, 4yrs Industry",Relocation/Signing Bonus: 0,Stock and/or recurring bonuses: ~$500k,Total comp: ~$800k,
2021,2,Title: Product Analyst,Tenure length: 2 mo,"Location: Seattle, WA",Salary: $125k,Company/Industry: FinTech Unicorn,Education: ,Prior Experience: 1½ YOE at another fintech unicorn as an analyst,Relocation/Signing Bonus: 0,"Stock and/or recurring bonuses: $300k over 4 years, no bonuses",Total comp: $200k (offer) however fluctuates with stock value.,
2021,2,Title: Date Engineer,Tenure length: 9 Months,"Location: Manchester, UK","Salary:  £44,000",Company/Industry:  Finance,Education: Masters,Prior Experience:  3 years consultancy,$Internship,$Coop,Relocation/Signing Bonus:  0,
2021,2,Title: Data Analyst,Tenure length: 1year +,Location: Singapore,"Salary: $40,320",Company/Industry: Bank,Education: Bsc Finance & Economy,Prior Experience: Fresh Grad,,,,
2021,2,Data Scientist,1 year (3 years in a peripherally related field prior to grad school),Bay Area,Salary: $152k,FAANG,Masters (quit my PhD program),$30k bonus,$60k annual vested stock,Total comp: $242k,,
2021,2,"Not seeing many non-US/UK posts, so here is  mine from the Netherlands to bring those crazy Bay area numbers down a bit:",• Title: Data Scientist,• Tenure length: 1.5y,• Location: Netherlands (randstad),• Salary: €45k,• Company/Industry: Government,• Education: BSc + MSc,• Prior Experience: ~1 year,• Recurring bonuses: €10k (13th month + holiday pay + bonus),• Total comp: €55k (~$62k),
2021,2,Title: Product DS,Tenure length: 2 Years,Location: Toronto (but SF based company),"Salary: $113,000 CAD (base)",Company/Industry: Fin tech,Education: BA Sociology,Prior Experience: Joined current employer through acquihire,Relocation/Signing Bonus:,Stock and/or recurring bonuses:,"Total comp: ~$173,000 CAD",
2021,2,Title: Head of <program related to data science>,Tenure length: 6 YOE in tech + 2 in a startup in a pseudo technical role,"Location: Upper Midwest, USA, medium cost of living city",Salary: $150k,Company/Industry: 500-employee SaaS company,Education: master's in computer science,Prior Experience: technical product manager at a startup,Relocation/Signing Bonus: N/A,"Stock and/or recurring bonuses: profit sharing $0-22,500. Probably $15-22.5k this year.",,
2021,2,Title: Data Analyst,Tenure length: 1yr,Location: South Carolina,Salary: $70K,Company/Industry: Secured Loan Financing,Education: BS Data Science,"Prior Experience: N/A, first job after undergrad",Relocation/Signing Bonus: N/A,"Stock and/or recurring bonuses: Depends, ~$500",,
2021,2,Title: HPC Systems Engineer. I build the stuff your science runs on. I have been an infrastructure architect in past lives.,⁠Tenure length: Less than a year,"⁠Location: NY-Based, Remote. I never actually go in.","Salary: $186,000",Company/Industry: Healthcare AI Startup,Education: College Dropout,Prior Experience: About 10 years at fortune 50s prior,"Relocation/Signing Bonus: $7,500","Stock and/or recurring bonuses: 15,000 options. 25% target bonus",Total comp: $247.5k,
2021,2,Title: Economist/Senior Data Scientist,Tenure length: 3 months,"Location: London, UK","Salary: £84,000 (~$111,000)",Company/Industry: American well-known (but not FAANG) tech firm,"Education: MSc Economics, MSc Data Science",Prior experience: 2 YOE in Econ research in America,"Signing bonus: £5,000",Stock and/or reoccurring bonuses: ~2k (?) stock - didn’t push very hard on this cause taxes on stocks are a nightmare for Americans living abroad,"~£9k bonus, paid twice yearly",
2021,2,Title: Data Science Research Assistant,Tenure length: 2 months,Location: North of Spain,Salary: 15k€,Company/Industry: University,Education: Currently involved on a degree,"Prior Experience: 4 months, same position, other laboratory",Total comp: None LOL,,,
2021,2,Title: Sr. Director,Tenure length: <1 year,Location: Remote (living in above average COL city),Salary: $250K,Company/Industry: Tech (non-FAANGMULAPIKACHU),Education: PhD in Engineering (non-CS),Prior Experience: 8 years,Relocation/Signing Bonus: $15K,Stock and/or recurring bonuses: $100K,Total comp: $350K,
2021,2,Title: Quantitative UX Researcher (L4),Tenure length: 5 years,Location: SF Bay Area/NYC,Salary: $160k,Company/Industry: Google,Education: B.S. Mathematics,Prior Experience: N/A,"Stock and/or recurring bonuses: $30k bonus, $110k RSUs",Total comp: $300k,"Low to medium stress job, average 40 hours a week.",Predominately use R and SQL in my role.
2021,2,Title:  Data Scientist,Tenure length: 3 years,Location: London (UK),"Salary: ₤75,000",Company/Industry: Legal Tech,Education: MSc,Prior Experience: 4x DS Internships,Relocation/Signing Bonus:  ₤3000 relocation (no signing bonus),Stock and/or recurring bonuses:,"Total comp:  ₤85,000",
2021,2,- Title: Senior Data Scientist,- Tenure: 2 years,"- Location: Cambridge, U.K.",- Salary: 60k,- Company/industry: Tech,"- Education: PhD Physics, Mphys",- Prior Experience:  Research Fellow at CERN,- Bonus: 3%,- Stock: £45k vesting schedule over 3 years,"- Total comp: £76,800",Edited for correction
2021,2,Title: Senior Data Scientist,Tenure length: 4+ years,"Location: Houston, TX (Permanently Remote)","Salary: $155,000",Company/Industry: Mid-size Tech Company,Education: Master's in Applied Statistics,Prior Experience: 2+ years actuarial experience,"Relocation/Signing Bonus: $15,000 signing bonus",Stock and/or recurring bonuses: 20% annual bonus,"Total comp: $200,000",
2021,2,Title: Senior Data Scientist,Tenure Length: 13+ years (8 years as senior analyst and 5 years as senior DS),Location: SF Bay Area,Base Salary: 225K,Company/Industry: FAANG,Education: MS in Industrial Engg,Signon: 100K,Stock: 500K (over 4 years) + annual refreshers 130K (over 4 years),Bonus: 10%,Total Comp: 425K,
2021,2,Title: Data Analyst,Tenure length: 5 months,"Location: Arlington, VA (office location)","Salary: $110,000",Company/Industry: Public/Federal Subcontractor,Education: Bachelor's Science Quantitative Finance,"Prior Experience: 2 years in Finance, 3.5 years in Automotive, both similar positions in scope.",Relocation/Signing Bonus: NA,Stock and/or recurring bonuses: NA,,
2021,2,Title: Data Scientist Consultant,Tenure length: 11 months,Location: DC,Salary: $104000,Company/Industry: Government Consulting,Education: MS in Applied Math,Prior Experience: Zilch,Relocation/Signing Bonus: 10k,Stock and/or recurring bonuses: 15k + 12k (15k one time this year),"Total comp: $131,000",
2021,2,Title: Senior Data Scientist,Tenure length: 3 months,Location: New England Area,Salary: $160K/year,Company/Industry: SAAS,"Education: BS. Mech Engineering, MS. Computer Science","Prior Experience: 3 years as mech eng in medical devices, 2 years as DS at another company",$Internship 3 internships as a mech eng in undergrad,$Coop,Relocation/Signing Bonus: N/A,
2021,2,Title: Data Scientist 2,Tenure length: < 6 Months,Location: Seattle,"Salary: $145,000",Company/Industry: Large corporation in Tech,Education: B.S.,Prior Experience: 4 years in data science at mid-size consultancy,"Relocation/Signing Bonus: Full relocation costs + $70,000 signing bonus","Stock and/or recurring bonuses: RSUs vesting over 4 years (current value 180,000),","Total comp: $250,000",
2021,2,Title: Data Scientist,Tenure Length: 2 Months,"Location: Ohio, USA","Salary: $110,000",Company/Industry: Technology,Education: MS Comp. Sci.,"Prior Experience : 1 Year DS (Automotive), 2 Years DS/Analyst Blend (Finance)","Relocation/Signing Bonus : <500 shares in non-IPO'd company,","Stock and/or other bonuses: ~$2,500/annually, insurance premium covered (valued at ~2500 compared to prior employers' programs)","Total Comp: ~$115,000",
2021,2,•	⁠Title: Data Scientist,•	⁠Tenure length: 2 YOE,•	⁠Location: LCOL Midwest town,•	⁠Salary: $108k,•	⁠Company/Industry: Telecom,"•	⁠Education: Undergrad Business, Masters Statistics","•	⁠Prior Experience: 1 YOE Data Analyst/BI, 1 YOE DS",•	⁠Relocation/Signing Bonus: N/A,"•	⁠Stock and/or recurring bonuses: RSU: 3k/yr, Bonus: target 10% (usually higher) based on company performance",,
2021,2,Title: Manager Data Science,Tenure: 3yrs,"Location: LCOL area (near two major metros, but mostly suburban/rural), also now full remote.",Salary: $165k,Industry: F500 Utility Company,"Education: BS Risk Analysis, MS Data science","Prior Exp: 12 years in data centric fields. Previously for some large contracting companies, and for the government (US intel community). Many years a go I had a few engineering internships (where I got my feet wet with data analytics).",Relocation/Signing Bonus: Been a few years now - but I think it was 10k/5k (so 15k total).,"Stock/Bonus: ~$30k RSUs, ~$30k bonus","Total comp: ~$230,000",
2021,2,Title: Data Scientist,Tenure length: 8 months,"Location: Midwest (not Chicago, Detroit, nor Twin Cities)","Salary: $65,000",Company/Industry: Transportation Planning (regional governmental agency),Education: BA (International Studies) + MS (Business Analytics),"Prior Experience: None, straight from bachelors to masters to employment",Relocation/Signing Bonus: none,Stock and/or recurring bonuses: try telling the American taxpayer that their hard earned cash needs to go toward the bonuses of bureaucrats,"Total comp: $65,000",
2021,2,Title: Jr. Data Scientist,Tenure Length: 4 months,Company: Digital Marketing Agency,"Location: Istanbul/Turkey ,remote",Salary: 5500 USD(YES  ANNUALLY),Education: B.S in economics,Prior exp:,Stock: 450 USD .d,Total compensation: 5950 USD,How you like that ? Dghdh,
2021,2,Title: Senior DS,Tenure length: 5 YOE,"Location: Bay Area, CA",Salary: $160k,Company/Industry: FAANG,Education: Bachelors,"Prior Experience: DS related experience, 4 companies",Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: RSU/Bonus ~ 190k,,
2021,2,Title: Senior Machine Learning Engineer,Tenure length: 3mo,"Location: SF, remote from canada","Salary: $175,000",Company/Industry: tech startup,Education: MSc Stats,"Prior Experience: 2 years MLE, 1 year lead MLE",Stock and/or recurring bonuses: 10% bonus + $70k/$0 stock options per year,"Total comp: ~$190,000-$260,000",,
2021,2,Title: Principal Data Scientist,Tenure Length: 3.5 years,Location: Arkansas/Remote,Salary: $190k,Company/Industry: Consulting/SaaS,Education: PhD,Prior Experience: 5 years working as both a consultant and a senior manager of consumer research in a fortune 50.,Stock: Private Equity currently worth about $30k/yr,Bonus: ~$20k/yr,Total Comp: $240k,
2021,2,Title: Data Scientist,Tenure length: ~6 months,"Location: HCOL, US",Salary: 125k Base,Company/Industry: Healthcare,Education: Bachelors,Prior Experience: 2 years as analyst,"Stock and/or recurring bonuses: ~10% bonus, 170k RSUs",Total comp: $180k (125 base * 1.1 + 42.5k annual vesting),,
2021,2,Title: Senior Applied Scientist,Tenure Length: 5 years,Location: SF Bay Area,Salary: $185k,Company/Industry: Major public tech company,Education: BS/MS/PhD in chemical engineering,"Prior Experience: none, still at first job after PhD",Bonus/Stock: $35k target bonus; ~$160k in RSU per year,Total Comp: ~$380k,,
2021,2,Title: Senior Data Scientist,Tenure length: 0.5 years,"Location: Manhattan. WFH guaranteed, office optional forever at my company.","Salary: $130k base, 5%-20% bonus based on performance and company performance (looking good based on industry)",Company/Industry: Crypto,"Education: BS Mathematics, BSM Finance","Prior Experience: 2 years professional at my old company (Associate Data Scientist + Senior Associate Data Scientist). Prior to professional career: Summer DS bootcamp, software engineering bootcamp, DS internship.",Relocation/Signing Bonus: None,"Stock: At first valuation of company, $94k","Total comp: ~$250k (good equity granted on signing, will probably accumulate less stock per year than in signing year. So next year might be less, assuming growth isn't crazy)",
2021,2,Title: Data Science Manager,Tenure Length: 6 years starting as DS,"Location: Midwest, fully remote","Salary: ~130,000",Industry: Market Research,"Education: BA Econ, MS Analytics",Prior Experience: 2 years as data analyst,"Bonuses: ~30,000","Total Comp: ~160,000",,
2021,2,Title: Data Scientist Product Analytics,Tenure length: 2.5 years,Location: Chicago,Salary: $120k,Company/Industry: tech,"Education: BA in Communication, almost done with an MS Data Science","Prior Experience: 10+ years in marketing, 3 years in marketing analytics",Relocation/Signing Bonus: $15k,Stock and/or recurring bonuses: $22k RSUs,Total comp: $142k,
2021,2,Title: Senior Data Scientist,Tenure length:4 years,Location: Minneapolis,Salary: 185k,Company/Industry: tech,Education:Masters,Prior Experience:,$Coop NA,Relocation/Signing Bonus: 40k,,
2021,2,"Title: Director, Analytic Strategy",Tenure length: <6 months,Location: LCOL city in southeast US,Salary: 180k base,"Company/Industry: F500, non tech",Education: BS in Economics,"Prior Experience: 9 years various DS/analytic roles, 5 years previous management exp",Relocation/Signing Bonus: 15k sign on,Stock and/or recurring bonuses: 15% STI & 8% Equity target (annual),Total comp: 220k,
2021,2,Title: Director of Data Science,Tenure length: 4 years (3 as IC),Location: East coast city not NYC,"Salary: $220,000",Company/Industry: Energy,Education: Masters Econ,Prior Experience: 4 years at other companies prior to current role,Relocation/Signing Bonus: NA,Stock and/or recurring bonuses: 10k per year roughly,"Total comp: $230,000",
2021,2,Title: Senior Data Scientist,Tenure length: 6 months,"Location: NYC, but working remotely",Salary: $125k,Company/Industry: Media Analytics,Education: MSc Data Science,Prior Experience: 3 years Data Scientist,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: $20k bonus,Total comp: ~$145k,
2021,2,Title: Data Scientist (first DS hire at company),"Tenure Length: 2 years at this company, 9 years industry experience",Location: SF Bay Area (in person and remote hybrid before COVID),"Salary: $178,000",Company Industry: Analytics software,"Education: MA, International Relations","Prior experience: 7 years of DS roles, 2 years in another industry","Relocation/Signing Bonus: $20,000",Stock and/or recurring bonuses:,"Total comp: $204,700/yr, total netted during 2 year tenure: $1,159,400",
2021,2,Title: Data Analyst (Oracle application configuration and profitability analyst),Tenure length: 3.5 years,"Location: Richmond, VA (US)","Salary: $66,800",Company/Industry: Large Bank (top 10 in US measured by assets),Education: BBA in Computer Information Systems and I will complete an MS in Data Analytics Engineering in Fall of 2023,Prior Experience: Joined the company straight after undergrad,Relocation/Signing Bonus: none,Stock and/or recurring bonuses: 100% match on 401k investments up to 6% of salary,Total comp: ~70k,
2021,2,Title: Senior Data Analyst,Tenure Length: 3 yrs,Location: hybrid in office and remote. 3 days in office 2 at home.,"Salary: $97,000",Company/Industry: Wind Turbine Manufacturer,Education: BS Aerospace Engineering MS Technology Management. Self taught in all DS things,Prior Experience: Reliability Engineer 5 yrs,Relocation: $5-7 k i think,Bonus: 10% of annual salary based on company performance,"Total Comp: $106,000",Edit: Iowa. USA
2021,2,"Note: throwaway account, some details fuzzed a bit to avoid getting doxxed.",Title:  Quantitative Researcher,Tenure length:  10+ years,Location:  Chicago,Salary: $250k,Company/Industry:  Finance,"Education:  STEM PHD, top 5 university",Prior Experience:   Several other similar quant finance jobs,Relocation/Signing Bonus:  $500k signing,Stock and/or recurring bonuses:  highly variable from year to year.  Pay is a mix of cash and deferred comp of various sorts (like profit sharing).,"Total comp:  $X,000,000,  where  3 <= X < 10"
2021,2,"Finance?  Absolutely not.  If you want to be a quant, get a STEM PhD.  Math, physics, CS with a specialty in AI/ML, statistics.  Definitely not Finance or Econ.  (And honestly, probably not physics.  Just do math/CS.).  The nice part is if the quant thing doesn't work out, you still have marketable skills.","As for whether you should get any PhD, my default answer is ""no"" unless it's just something that you yearn for strongly - you give up a lot going to a PhD.  Some people have a great time, many do not.  And it'll be hard to go from making a lot of money (if you are now) to eating ramen for 4-6 years.  It's a rough life.  My advisor was great and I went to an elite school, but I still don't look back that fondly on getting my PhD.   A masters is almost always worth it, but a PhD is a really big gamble.","There's plenty of demand, in the sense that many people get hired, but it's very competitive because there are a lot of PhDs these days.  Probably too many.  If you get a STEM PhD from a good school, you'll have no trouble getting interviews, but that's no guarantee you'll get a decent offer.   I wouldn't recommend getting a PhD just to goose your job prospects (in finance or otherwise).  That's part of it, but it's a bit of a slog, so make sure you actually enjoy the work and don't count on getting a job at one of a small number of firms.  You'll definitely get a job, but it might not be a dream job and it might not be in finance.  (OTOH, it might be a dream job!  You never know.)","Uh, not what I would call typical, regardless of which school you go to.  I'm (a) pretty senior and (b) at one of the bigger funds.   I would guess most of my more junior colleagues make $300k-$1 million/year, heavily depending on which firm they work for.   It doesn't matter how smart you are, if you're at a smaller fund, you're not making millions/year.    Of course that still a lot of money, but you can make $500k-$1 million as a senior developer at a FAANG company and have a more sane work-life balance and better job mobility (no non-compete clauses).","Just to be clear, I reported this to add information to the thread, but you definitely shouldn't take it as an endorsement of this career path.  There's a lot of variance of outcomes.  I have a number of friends who make well into 7 figures, but I also have a number who capped out at like $500k and left the industry in disgust to go work at a FAANG company because they hated the finance culture.   I would actually rather do something else, but I want to milk it for another couple of years before quitting finance forever.  If I got fired tomorrow, I honestly wouldn't be too upset.",,,,,,
2020,2,Title: Data Scientist,Tenure length: 3yrs,Location: Houston,"Salary: $140,000",Company/Industry: Oil and Gas,Education: Masters in Applied Statistics,Prior Experience: 2yrs of actuarial experience,"Relocation/Signing Bonus: $15,000 signing bonus",Stock and/or recurring bonuses: 15-30% bonus  (no bonus this year of course due to Covid),"Total comp: $140,000",
2020,2,Title: Senior Business Analyst (part of an analytics team),Tenure length: 2 months,Location: Pacific NW,"Salary: $120,000",Company/Industry: FAANG,Education: BS in completely unrelated field,Prior Experience: 4 yrs in previous SBA role - 3 yrs in Financial Analyst role,"Relocation/Signing Bonus: $45,000 YR 1 / $38,000 YR 2","Stock and/or recurring bonuses: $125,000 RSU","Total comp: Year 1 total comp = $168,000",
2020,2,Title: Senior Data Scientist Lead,"Tenure length: 7 Years (5 as normal DS, 2 as Senior, recently Senior Lead)",Location: Large Midwestern city (not Chicago),"Salary: $135,000",Company/Industry: Large corporation in biotech/agrotech,Education: PhD,Prior Experience: Joined current employer directly out of grad school,Relocation/Signing Bonus: Full relocation costs + $5500,Stock and/or recurring bonuses:,"Total comp: ~$180,000 with full bonus and LTI",
2020,2,• Title: Data Scientist,• Tenure length: 2 years,• Location: US mid-sized midwest city,• Salary: 74000,• Company/Industry: Digital Advertising,• Education: MS,• Prior Experience: 5 years quality assurance/software engineering,• $Internship None,• $Coop None,• Relocation/Signing Bonus: 0,• Stock and/or recurring bonuses: 2000 if we meet utilization targets (rarely happens)
2020,2,Title: Senior Software Engineer (ML),Tenure length: <6 mo,Location: HCOL major tech hub,Salary: 240k,Company/Industry: Fintech,Education: B.S. Stats tier 2 school,"Prior Experience: 1 year in finance industry, 1.5 years in small tech, both as DS. 1 year co-oping at hedge funds while in school.",Relocation/Signing Bonus: 60k,Stock and/or recurring bonuses: 60k,Total comp: 360k,
2020,2,"Reading academic papers to come up with some approach or make improvements on existing models (not much time spent on this, maybe 5-10%). I am encouraged to do work on my own research or collaborate with others, but that usually just means working more hours...","Building features, testing models, etc.","Pipelines, data cleaning - my last job this was probably 80% of the time, I do a lot less of this now because of better infra and emphasis on building reusable components","Infra/platforms, e.g. feature store, serving architecture, data lake, etc.","Writing documentation, white paper, etc.",,,,,,
2020,2,Title: Data Scientist,Tenure length: 6 months,"Location: Arlington, VA (DC Metro Area)","Salary: $93,000",Company/Industry: Government Contract,Education: BA in Mathematics,Prior Experience: Data Analyst for 1.5 years,Relocation/Signing Bonus:,Stock and/or recurring bonuses: 5%,"Total comp: $97,650 + ~$10,000 for Education Assistance = ~$107,650",
2020,2,Title: Data Scientist,Tenure length: < 1 year,Location: Bay Area,Salary: 140k,Company/Industry: FAANG/Tech Unicorn,Education: (Non-US) BSc Econ/Stats (US) Master's Financial Eng,Prior Experience: 2 internships in quant asset management/hedge fund,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: 60k/yr options on publicly traded stock (appreciated to ~80k since),Total comp: 200k,
2020,2,Title: Data Scientist,Tenure length: 1 year,Location: D.C.,"Salary: $85,000",Company/Industry: Defense,Education: Masters of Science in Data Science,"Prior Experience: 3 years as research assistant (statistics), 2 years graduate research assistant (data science), 1 year data intern (government position), 1/2 year analyst intern",Relocation/Signing Bonus: N/A,"Stock and/or recurring bonuses: $2,000","Total comp: $87,000",
